,# YTID, start_seconds, end_seconds, positive_labels,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
4116,8wMzUIkaZ-I,510.0,520.0," ""/m/01jnbd",/m/02rr_,/m/0342h,/m/04rlf,"/m/04szw""",,,,,,,
4117,8wepi7llBVI,30.0,40.0," ""/m/07n_g""",,,,,,,,,,,
4118,8wpzhcVh5wM,28.0,38.0," ""/t/dd00018""",,,,,,,,,,,
4119,8wty3wJfmEY,330.0,340.0," ""/m/04rlf","/m/06cqb""",,,,,,,,,,
4120,8wzXl3ssAaU,320.0,330.0," ""/m/09x0r","/t/dd00088""",,,,,,,,,,
4121,8xA1afzXvQY,540.0,550.0," ""/m/02c8p","/m/09x0r""",,,,,,,,,,
4122,8xlfb4H0iww,10.0,20.0," ""/m/04rlf","/m/0l14gg""",,,,,,,,,,
4123,8xtkDTOnyrs,160.0,170.0," ""/m/04rlf","/m/06bxc""",,,,,,,,,,
4124,8y36aT4C_c0,30.0,40.0," ""/m/01kcd",/m/01wy6,"/m/07c6l""",,,,,,,,,
4125,8yJDa6Jb_1Y,200.0,210.0," ""/m/028v0c","/m/04rlf""",,,,,,,,,,
4126,8yRROnG0-lA,30.0,40.0," ""/t/dd00134""",,,,,,,,,,,
4127,8ySFFOeBGEs,30.0,40.0," ""/m/01j4z9""",,,,,,,,,,,
4128,8yiJOImd6k0,30.0,40.0," ""/m/03q5t","/m/05148p4""",,,,,,,,,,
4129,8z-7VW_4-zM,300.0,310.0," ""/m/023pjk","/m/04brg2""",,,,,,,,,,
4130,8z2yFtX66C4,30.0,40.0," ""/m/04rlf",/m/07p6fty,/m/09x0r,"/t/dd00127""",,,,,,,,
4131,8zGJ9N7c6pE,20.0,30.0," ""/m/01qbl",/m/026t6,/m/02hnl,/m/02k_mr,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,"/m/0l14md""",,,
4132,8zJv0X4EZPI,180.0,190.0," ""/m/0642b4""",,,,,,,,,,,
4133,8zcogfmAD_o,180.0,190.0," ""/m/01kcd","/m/06ncr""",,,,,,,,,,
4134,8zn9L4SRjCs,0.0,10.0," ""/m/04rlf",/m/07p6fty,"/t/dd00126""",,,,,,,,,
4135,8zronW6HcmU,20.0,30.0," ""/m/02cz_7",/m/04rlf,"/t/dd00125""",,,,,,,,,
4136,9-9J6nPdCN4,100.0,110.0," ""/m/04rlf","/m/0ln16""",,,,,,,,,,
4137,9-ZM0E1btNo,60.0,70.0," ""/m/07ryjzk""",,,,,,,,,,,
4138,9-ymRm0OHgY,580.0,590.0," ""/m/02mk9",/m/07qv_d5,/m/07yv9,/m/09x0r,"/t/dd00129""",,,,,,,
4139,90Cb7iPCE_4,30.0,40.0," ""/m/04rlf",/m/07qdb04,"/m/09x0r""",,,,,,,,,
4140,90Ffw3_Veq4,90.0,100.0," ""/m/023vsd","/m/07pdjhy""",,,,,,,,,,
4141,90JreF-DDsw,30.0,40.0," ""/m/02mk9",/m/07pb8fc,"/t/dd00066""",,,,,,,,,
4142,90WuJr2Me10,110.0,120.0," ""/m/01z47d","/m/07cx4""",,,,,,,,,,
4143,90pIXbNzT-M,30.0,40.0," ""/m/04rlf","/m/0dls3""",,,,,,,,,,
4144,90rgiP6MPM8,0.0,10.0," ""/m/07qyrcz","/m/09x0r""",,,,,,,,,,
4145,90wsfIQ0kHs,30.0,40.0," ""/m/01h3n",/m/03vt0,"/m/0h2mp""",,,,,,,,,
4146,910QkCqm70g,30.0,40.0," ""/m/07qwdck","/m/09x0r""",,,,,,,,,,
4147,919RleFXcNM,380.0,390.0," ""/m/01y3hg",/m/030rvx,"/m/09x0r""",,,,,,,,,
4148,91AmOKytRUM,0.0,10.0," ""/m/04rlf",/m/09x0r,"/t/dd00033""",,,,,,,,,
4149,91FtvAfmI6s,540.0,550.0," ""/m/028sqc",/m/04rlf,/m/04szw,"/m/0jtg0""",,,,,,,,
4150,91Gqo2d-Ito,280.0,290.0," ""/m/07q0yl5","/m/09x0r""",,,,,,,,,,
4151,91J13TaWA54,480.0,490.0," ""/m/07p6mqd","/t/dd00129""",,,,,,,,,,
4152,91JI0Z4XZAM,140.0,150.0," ""/m/032n05""",,,,,,,,,,,
4153,91Qp8XUskXo,20.0,30.0," ""/m/085jw","/m/0l14l2""",,,,,,,,,,
4154,91RY97QQ-oI,160.0,170.0," ""/m/04rlf","/m/06w87""",,,,,,,,,,
4155,92QYLjfo68Q,30.0,40.0," ""/m/04rlf",/m/0g293,"/m/0ln16""",,,,,,,,,
4156,9332PjiYkhI,210.0,220.0," ""/m/04k94","/m/09x0r""",,,,,,,,,,
4157,93VErcb3CiI,40.0,50.0," ""/m/04rlf","/m/04wptg""",,,,,,,,,,
4158,93X6stMF9xU,30.0,40.0," ""/m/07st88b","/m/09ld4""",,,,,,,,,,
4159,93b0scnqSOw,30.0,40.0," ""/m/015p6",/m/020bb7,/m/07r_25d,"/m/0h0rv""",,,,,,,,
4160,93vYcBbPDwQ,90.0,100.0," ""/m/02_nn","/m/07q5rw0""",,,,,,,,,,
4161,940MNbCeobw,0.0,10.0," ""/m/0239kh","/m/0l14md""",,,,,,,,,,
4162,949zqB0GlGE,460.0,470.0," ""/m/04rlf",/m/07pqn27,"/m/09x0r""",,,,,,,,,
4163,94MQpuIA1ls,17.0,27.0," ""/m/07bgp","/m/07q0h5t""",,,,,,,,,,
4164,94Y_QnedxB8,11.0,21.0," ""/m/0c2wf""",,,,,,,,,,,
4165,94v040UK918,260.0,270.0," ""/m/0dwsp",/m/0dwtp,/m/0f8s22,"/m/0j45pbj""",,,,,,,,
4166,94xXQbgs9Fo,40.0,50.0," ""/m/0cj0r""",,,,,,,,,,,
4167,94yctzPL91s,380.0,390.0," ""/m/02x984l""",,,,,,,,,,,
4168,95MSkigqNQE,210.0,220.0," ""/m/01j3sz",/m/04rlf,/m/07rgt08,"/m/09x0r""",,,,,,,,
4169,95ThRxhl-ug,170.0,180.0," ""/m/04rlf","/m/05rwpb""",,,,,,,,,,
4170,95d0TCy_76c,21.0,31.0," ""/m/025td0t",/m/03r5q_,/m/04rlf,/m/09x0r,"/m/0l14gg""",,,,,,,
4171,96O73OrYMH0,0.0,7.0," ""/m/07q0yl5","/m/09x0r""",,,,,,,,,,
4172,96vB5wR_J4w,290.0,300.0," ""/m/01g50p",/m/06d_3,/m/07jdr,/m/07rwm0c,"/t/dd00048""",,,,,,,
4173,96wvFLNGfRw,0.0,7.0," ""/m/07r4wb8","/m/09x0r""",,,,,,,,,,
4174,96zsAM96ywU,40.0,50.0," ""/m/01h82_""",,,,,,,,,,,
4175,977zYEqpsSE,30.0,40.0," ""/m/04_sv","/m/09x0r""",,,,,,,,,,
4176,97HvGCTb-9s,140.0,150.0," ""/m/015p6",/m/020bb7,"/m/06_y0by""",,,,,,,,,
4177,97JM0wq8ok8,30.0,40.0," ""/m/07pjwq1""",,,,,,,,,,,
4178,97PWYh5brJE,150.0,160.0," ""/m/01xq0k1",/m/07rpkh9,"/m/0ch8v""",,,,,,,,,
4179,97PvmmLm0MQ,20.0,30.0," ""/m/03p19w",/m/09x0r,"/t/dd00128""",,,,,,,,,
4180,97WDHopf1rA,100.0,110.0," ""/m/078jl","/m/07rjwbb""",,,,,,,,,,
4181,97ddBh0eOiE,530.0,540.0," ""/m/04rlf",/m/09x0r,"/t/dd00088""",,,,,,,,,
4182,98UFwLGP2dM,30.0,40.0," ""/m/07pjwq1","/m/09x0r""",,,,,,,,,,
4183,98YBS2tdpdU,120.0,130.0," ""/m/0140xf",/m/04rlf,"/m/05fw6t""",,,,,,,,,
4184,98bYjzr75n0,550.0,560.0," ""/m/03vt0","/m/09xqv""",,,,,,,,,,
4185,99LO31aXZcc,210.0,220.0," ""/m/04rlf",/m/07q0yl5,"/m/09x0r""",,,,,,,,,
4186,99ZgIQwLC60,20.0,30.0," ""/m/03m5k","/m/0d8_n""",,,,,,,,,,
4187,99_AiUytWXU,70.0,80.0," ""/m/07qwyj0""",,,,,,,,,,,
4188,99w08FiKJXE,420.0,430.0," ""/m/02g901",/m/09x0r,"/t/dd00128""",,,,,,,,,
4189,9ANnmOAB8js,30.0,40.0," ""/m/07pzfmf","/m/09x0r""",,,,,,,,,,
4190,9AOscWZLuk8,60.0,70.0," ""/m/012f08",/m/04rlf,/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j,"/m/0ltv""",,,,,
4191,9BHvpWP2V9Y,50.0,60.0," ""/m/02x8m","/m/04rlf""",,,,,,,,,,
4192,9BWFVJvXFMc,80.0,90.0," ""/m/02fxyj""",,,,,,,,,,,
4193,9Bg7XK1Uoyw,10.0,20.0," ""/m/06mb1",/m/0jb2l,/m/0ngt1,"/t/dd00038""",,,,,,,,
4194,9BkxqopOLQo,40.0,50.0," ""/m/019jd",/m/03m9d0z,/m/05kq4,/m/0hsrw,"/t/dd00092""",,,,,,,
4195,9Bln0rDEx_o,30.0,40.0," ""/m/03wwcy","/m/04rlf""",,,,,,,,,,
4196,9BzZvj5W09s,60.0,70.0," ""/m/04gxbd",/m/07yv9,/m/09x0r,/m/0k4j,"/t/dd00128""",,,,,,,
4197,9BzcbSy8VO8,30.0,40.0," ""/m/07pczhz""",,,,,,,,,,,
4198,9C8NsgYkBko,30.0,40.0," ""/m/07phhsh","/m/07yv9""",,,,,,,,,,
4199,9C9RrEXP2hg,130.0,140.0," ""/m/04rlf",/m/05rj2,/m/09x0r,"/t/dd00125""",,,,,,,,
4200,9CCRS3MCwXI,30.0,40.0," ""/m/02_41""",,,,,,,,,,,
4201,9CJu43AvIds,30.0,40.0," ""/m/04rlf",/m/06j6l,"/m/0glt670""",,,,,,,,,
4202,9CRvkgEi72k,90.0,100.0," ""/m/04229",/m/07yv9,/m/0cmf2,"/m/0k5j""",,,,,,,,
4203,9CcSkV7t_dA,10.0,20.0," ""/m/07sq110","/t/dd00125""",,,,,,,,,,
4204,9CkvESV5cac,30.0,40.0," ""/m/02rhddq","/m/07yv9""",,,,,,,,,,
4205,9CpsPgXyIm8,20.0,30.0," ""/m/07qjznt",/m/08p9q4,"/m/09x0r""",,,,,,,,,
4206,9CvZy7Z-ORs,120.0,130.0," ""/m/07ptfmf""",,,,,,,,,,,
4207,9Cx-qZZAyQg,30.0,40.0," ""/m/06mb1",/m/0jb2l,/m/0ngt1,"/t/dd00038""",,,,,,,,
4208,9EE6lOjNHns,10.0,20.0," ""/m/04rlf","/m/07brj""",,,,,,,,,,
4209,9EL4CjdAyxo,230.0,240.0," ""/m/02x984l""",,,,,,,,,,,
4210,9EPeINaUEwk,360.0,370.0," ""/m/07plz5l""",,,,,,,,,,,
4211,9ESJhWfQaKo,310.0,320.0," ""/m/06bz3""",,,,,,,,,,,
4212,9E_HGXuLslw,30.0,40.0," ""/m/0dl9sf8""",,,,,,,,,,,
4213,9EsNtRXnYbE,30.0,40.0," ""/t/dd00134""",,,,,,,,,,,
4214,9EzV2FqY2y8,110.0,120.0," ""/m/019jd",/m/03m9d0z,/m/0hsrw,"/t/dd00092""",,,,,,,,
4215,9FH7i5Q4rGI,190.0,200.0," ""/m/06mb1",/m/0jb2l,"/m/0ngt1""",,,,,,,,,
4216,9FpX26dPaSQ,30.0,40.0," ""/m/06mb1","/m/07r10fb""",,,,,,,,,,
4217,9GDRusES-D4,0.0,10.0," ""/m/08p9q4""",,,,,,,,,,,
4218,9GKalHsMARA,60.0,70.0," ""/m/012ndj",/m/03j1ly,"/m/03kmc9""",,,,,,,,,
4219,9GRNQKSsbvU,30.0,40.0," ""/m/04rlf","/t/dd00033""",,,,,,,,,,
4220,9Gp3BkRZt14,50.0,60.0," ""/m/04wptg""",,,,,,,,,,,
4221,9HMDV1vwvsA,70.0,80.0," ""/m/04rlf","/m/0l156b""",,,,,,,,,,
4222,9HQNvz4eZPU,190.0,200.0," ""/m/01kcd","/m/07c6l""",,,,,,,,,,
4223,9HaaxzC9uRY,150.0,160.0," ""/m/02pjr4""",,,,,,,,,,,
4224,9Hg9zL9o7-A,120.0,130.0," ""/m/02mscn","/m/04rlf""",,,,,,,,,,
4225,9I4Lo0lzFwk,310.0,320.0," ""/m/02p01q","/m/07pdjhy""",,,,,,,,,,
4226,9I85l6UcYDU,30.0,40.0," ""/m/07s34ls""",,,,,,,,,,,
4227,9IFnYvr7xBM,0.0,10.0," ""/m/09x0r","/m/0g6b5""",,,,,,,,,,
4228,9IGdJFFNhMU,230.0,240.0," ""/m/01jt3m","/m/0838f""",,,,,,,,,,
4229,9IQYudemLDE,10.0,20.0," ""/m/04fq5q","/m/04rlf""",,,,,,,,,,
4230,9IRBsw2E-qw,330.0,340.0," ""/m/03qtwd","/m/04gy_2""",,,,,,,,,,
4231,9ITN8PpNWrs,40.0,50.0," ""/m/015lz1",/m/03r5q_,"/m/04rlf""",,,,,,,,,
4232,9IVYGuEjmX8,100.0,110.0," ""/m/04rlf",/m/04szw,"/m/0l156b""",,,,,,,,,
4233,9Idz7KMPEP4,6.0,16.0," ""/m/07p9k1k""",,,,,,,,,,,
4234,9InBmD_Miek,280.0,290.0," ""/m/085jw","/m/0l14j_""",,,,,,,,,,
4235,9Iqde3SX3v0,20.0,30.0," ""/m/018w8""",,,,,,,,,,,
4236,9It3a2bN2Uw,90.0,100.0," ""/m/06mb1",/m/07p6mqd,/m/09x0r,/m/0j2kx,"/t/dd00129""",,,,,,,
4237,9JMbARk-xd0,100.0,110.0," ""/m/015lz1","/m/0z9c""",,,,,,,,,,
4238,9JShnT8rnJE,30.0,40.0," ""/m/02rhddq",/m/07r04,"/m/07yv9""",,,,,,,,,
4239,9JcNVGYIyh8,240.0,250.0," ""/m/0j6m2""",,,,,,,,,,,
4240,9JckqilwSI8,30.0,40.0," ""/m/07qh7jl","/t/dd00077""",,,,,,,,,,
4241,9JeN1ld-3fY,280.0,290.0," ""/m/02x8m","/m/04rlf""",,,,,,,,,,
4242,9Jg0WFdSeHA,70.0,80.0," ""/m/0dwt5""",,,,,,,,,,,
4243,9JlifkCmUOk,290.0,300.0," ""/m/015lz1",/m/04rlf,/m/06by7,/m/07s8j8t,"/m/07sbbz2""",,,,,,,
4244,9JrBWGrC4-Q,0.0,10.0," ""/m/09x0r","/t/dd00002""",,,,,,,,,,
4245,9K8EePrEDdo,330.0,340.0," ""/m/01kcd",/m/05pd6,"/m/06ncr""",,,,,,,,,
4246,9KD9_wsWudk,70.0,80.0," ""/m/015p6",/m/09t49,"/m/09x0r""",,,,,,,,,
4247,9KK6rg03bC8,400.0,410.0," ""/m/01s0ps",/m/05148p4,"/m/05r5c""",,,,,,,,,
4248,9KOVeB4rAQY,240.0,250.0," ""/m/01w250""",,,,,,,,,,,
4249,9KOhsDyE_f0,40.0,50.0," ""/m/01d3sd",/m/09x0r,"/t/dd00128""",,,,,,,,,
4250,9KSO1R50AXY,0.0,10.0," ""/m/014yck",/m/07yv9,"/m/0cmf2""",,,,,,,,,
4251,9KclZjqfBs4,60.0,70.0," ""/m/019jd","/m/056ks2""",,,,,,,,,,
4252,9Kdg5U8AXrQ,280.0,290.0," ""/m/028ght""",,,,,,,,,,,
4253,9KrN9OBhpyQ,170.0,180.0," ""/m/07pzfmf""",,,,,,,,,,,
4254,9L3EMXLufVg,0.0,10.0," ""/m/04rlf","/m/0gy1t2s""",,,,,,,,,,
4255,9LDw8ke99oA,70.0,80.0," ""/m/015lz1",/m/04rlf,"/m/07sr1lc""",,,,,,,,,
4256,9LjtYPOyO0A,30.0,40.0," ""/m/07qmpdm""",,,,,,,,,,,
4257,9Lst8RagMYs,500.0,510.0," ""/m/04rlf","/m/06rqw""",,,,,,,,,,
4258,9MEz64w8V_c,30.0,40.0," ""/m/07rrlb6","/m/09x0r""",,,,,,,,,,
4259,9MVCwolWlLE,6.0,16.0," ""/m/032s66","/m/04zjc""",,,,,,,,,,
4260,9MX842-iIuU,30.0,40.0," ""/m/04rlf","/t/dd00031""",,,,,,,,,,
4261,9McKGpiKI_k,17.0,27.0," ""/m/07bjf","/m/09x0r""",,,,,,,,,,
4262,9MfCFePHNdw,240.0,250.0," ""/m/09x0r",/t/dd00112,"/t/dd00125""",,,,,,,,,
4263,9MpnpcCLvtM,400.0,410.0," ""/m/02w4v""",,,,,,,,,,,
4264,9Mvg5bcwvRs,10.0,20.0," ""/m/068zj",/m/09x0r,"/m/0jbk""",,,,,,,,,
4265,9MvouDWFXwk,590.0,600.0," ""/m/0130jx",/m/02jz0l,"/m/0838f""",,,,,,,,,
4266,9NT6gEiqpWA,30.0,40.0," ""/m/01g50p",/m/0284vy3,/m/06d_3,"/m/07jdr""",,,,,,,,
4267,9N_TJqb8gkU,20.0,30.0," ""/m/01s0vc","/m/04rlf""",,,,,,,,,,
4268,9Nrh9Fmkhbk,80.0,90.0," ""/m/0195fx",/m/01g50p,/m/06d_3,/m/07jdr,"/t/dd00048""",,,,,,,
4269,9Nw0H-NeX-4,30.0,40.0," ""/m/07rgkc5""",,,,,,,,,,,
4270,9O2Keu6o3i0,170.0,180.0," ""/m/02fs_r",/m/09x0r,/m/0fx9l,"/m/0ytgt""",,,,,,,,
4271,9P286DXo8Nk,60.0,70.0," ""/m/07yv9",/m/0h9mv,/m/0k4j,"/m/0ltv""",,,,,,,,
4272,9P7HzRf3988,40.0,50.0," ""/m/02bm9n",/m/05zc1,"/t/dd00077""",,,,,,,,,
4273,9PMoI31ncIs,30.0,40.0," ""/m/04rlf",/m/0ggx5q,"/t/dd00035""",,,,,,,,,
4274,9PQZSLa_A8A,130.0,140.0," ""/m/03q5t","/m/05148p4""",,,,,,,,,,
4275,9PSkAJ2eqnY,20.0,30.0," ""/m/05r5wn","/m/07qn4z3""",,,,,,,,,,
4276,9PXdzAsN-Ss,0.0,10.0," ""/m/0261r1",/m/09x0r,"/t/dd00125""",,,,,,,,,
4277,9Pd12SkMum4,100.0,110.0," ""/m/02_41""",,,,,,,,,,,
4278,9PyWiDtI0dw,30.0,40.0," ""/m/0790c",/m/09x0r,"/m/0chx_""",,,,,,,,,
4279,9Q1OtQgAWMs,60.0,70.0," ""/m/07rkbfh",/m/09x0r,"/t/dd00127""",,,,,,,,,
4280,9QYo50tFm6w,30.0,40.0," ""/m/04rlf",/m/0l14gg,"/t/dd00031""",,,,,,,,,
4281,9Qle4fgMbzk,0.0,10.0," ""/m/0342h",/m/042v_gx,/m/04rlf,/m/04szw,/m/0b_fwt,"/m/0fx80y""",,,,,,
4282,9RBzsjga73s,10.0,20.0," ""/m/01v1d8""",,,,,,,,,,,
4283,9RWKKKiG4_A,370.0,380.0," ""/m/02c8p",/m/07cx4,/m/07qjznt,"/m/09x0r""",,,,,,,,
4284,9Ri_DUptMTo,120.0,130.0," ""/m/05lls","/m/09x0r""",,,,,,,,,,
4285,9Rx57dlJtIA,80.0,90.0," ""/m/0155w",/m/01lyv,"/m/04rlf""",,,,,,,,,
4286,9S0IuxfSmpw,30.0,40.0," ""/m/04rlf","/m/0b_fwt""",,,,,,,,,,
4287,9S1BddmLYMA,60.0,70.0," ""/m/01hsr_""",,,,,,,,,,,
4288,9S9-smHVvaw,150.0,160.0," ""/m/04rlf","/m/0gywn""",,,,,,,,,,
4289,9SPW0k3Bqyk,80.0,90.0," ""/m/04rlf","/m/0dls3""",,,,,,,,,,
4290,9T2ArE50xW4,20.0,30.0," ""/m/0463cq4","/m/09x0r""",,,,,,,,,,
4291,9TA7XP_PHm0,20.0,30.0," ""/m/01z47d","/m/04rlf""",,,,,,,,,,
4292,9Tl2l3bsLpE,60.0,70.0," ""/m/04rlf",/m/05r5wn,"/m/0l14md""",,,,,,,,,
4293,9Tn8w3kI36Y,190.0,200.0," ""/m/07qc9xj""",,,,,,,,,,,
4294,9TyJBWp_gUA,30.0,40.0," ""/m/07pyf11","/m/09x0r""",,,,,,,,,,
4295,9UCLvFqkFxk,140.0,150.0," ""/m/01kcd",/m/06ncr,"/m/085jw""",,,,,,,,,
4296,9UCRMbF3egE,110.0,120.0," ""/m/07plct2""",,,,,,,,,,,
4297,9UEqvyekXt4,30.0,40.0," ""/m/013y1f","/m/03gvt""",,,,,,,,,,
4298,9UMqhnu5WpA,120.0,130.0," ""/m/03qtwd","/m/04gy_2""",,,,,,,,,,
4299,9UOPRQhNzQ8,30.0,40.0," ""/m/04rlf",/m/06j6l,"/m/06rqw""",,,,,,,,,
4300,9UP7L34-zus,250.0,260.0," ""/m/019jd",/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,"/t/dd00092""",,,,,,
4301,9USbtibAN-s,250.0,260.0," ""/m/09x0r",/t/dd00112,"/t/dd00125""",,,,,,,,,
4302,9UanH79U3H4,30.0,40.0," ""/m/01b82r",/m/07pl1bw,"/m/083vt""",,,,,,,,,
4303,9V7cUY986Ec,0.0,10.0," ""/m/04rlf",/m/07qyrcz,"/m/09x0r""",,,,,,,,,
4304,9VJL-ktypNw,0.0,6.0," ""/m/03wwcy""",,,,,,,,,,,
4305,9VTl3KBJPXU,10.0,20.0," ""/m/04rlf",/m/07p6fty,"/m/09x0r""",,,,,,,,,
4306,9VUjBq2Mt-U,0.0,10.0," ""/m/04_sv",/m/07rknqz,/m/07yv9,"/m/09x0r""",,,,,,,,
4307,9VhEJeEQ4yU,30.0,40.0," ""/m/04rlf",/m/05rwpb,"/m/0l14gg""",,,,,,,,,
4308,9VwjH2kglAA,10.0,20.0," ""/m/04gxbd",/m/07yv9,"/m/0k4j""",,,,,,,,,
4309,9Vy7UgCwEkk,10.0,20.0," ""/m/02l6bg",/m/07yv9,"/m/0cmf2""",,,,,,,,,
4310,9W--1bU_zjg,550.0,560.0," ""/m/019jd",/m/03m9d0z,/m/06q74,"/t/dd00092""",,,,,,,,
4311,9WAK0ufttVQ,40.0,50.0," ""/m/03wvsk""",,,,,,,,,,,
4312,9Wfg4h6CVqo,30.0,40.0," ""/m/06mb1",/m/07r10fb,"/t/dd00038""",,,,,,,,,
4313,9Whj_3-js9U,10.0,20.0," ""/m/09x0r","/t/dd00121""",,,,,,,,,,
4314,9WoHIoVmHIA,0.0,10.0," ""/m/07sx8x_""",,,,,,,,,,,
4315,9WzzYYWpeyA,130.0,140.0," ""/m/01kcd","/m/01wy6""",,,,,,,,,,
4316,9XXTW8mZrL0,50.0,60.0," ""/m/07pl1bw","/m/083vt""",,,,,,,,,,
4317,9XZnMrOH0-c,50.0,60.0," ""/m/03fwl",/m/09x0r,/m/0ch8v,"/m/0jbk""",,,,,,,,
4318,9Xeq7cSFppc,30.0,40.0," ""/m/07pn_8q""",,,,,,,,,,,
4319,9XsKaKwCUiw,30.0,40.0," ""/m/07r_k2n""",,,,,,,,,,,
4320,9Y5H4t_0dDw,190.0,200.0," ""/m/02rr_","/m/0g12c5""",,,,,,,,,,
4321,9YFQS6Ix-tg,480.0,490.0," ""/m/02bk07""",,,,,,,,,,,
4322,9YFmBiwFam8,130.0,140.0," ""/m/018j2","/m/04rzd""",,,,,,,,,,
4323,9YG2BVRepYQ,30.0,40.0," ""/m/04rlf",/m/04szw,"/m/0l156b""",,,,,,,,,
4324,9YMiBYWy8vw,400.0,410.0," ""/m/0239kh""",,,,,,,,,,,
4325,9YYMQCcK8VY,20.0,30.0," ""/m/01hsr_","/m/09x0r""",,,,,,,,,,
4326,9YnYlDFKn-U,30.0,40.0," ""/m/01hgjl",/m/02lkt,/m/04rlf,"/m/07qb_dv""",,,,,,,,
4327,9Z3NzQcD_Ms,60.0,70.0," ""/m/0242l""",,,,,,,,,,,
4328,9Z6Q0X60rmo,180.0,190.0," ""/m/01kcd","/m/07gql""",,,,,,,,,,
4329,9Z7UYez0FUM,30.0,40.0," ""/m/024dl","/m/09x0r""",,,,,,,,,,
4330,9ZBR-dTCPrg,80.0,90.0," ""/m/03qc9zr""",,,,,,,,,,,
4331,9ZDIPNrat7Q,30.0,40.0," ""/m/07phxs1","/m/07rv4dm""",,,,,,,,,,
4332,9ZGnzX546fA,60.0,70.0," ""/m/01x3z""",,,,,,,,,,,
4333,9ZHO8OLj8Mg,50.0,60.0," ""/m/03dnzn","/m/0838f""",,,,,,,,,,
4334,9ZHb9uNGdhE,90.0,100.0," ""/m/015lz1","/t/dd00005""",,,,,,,,,,
4335,9ZLhBqM1GIU,30.0,40.0," ""/m/04rlf","/t/dd00032""",,,,,,,,,,
4336,9ZUzftiN2uw,10.0,20.0," ""/m/046dlr",/m/04rlf,/m/05rwpb,/m/06by7,"/m/07pp_mv""",,,,,,,
4337,9ZXylB7bgX8,30.0,40.0," ""/m/01z7dr","/m/04rlf""",,,,,,,,,,
4338,9ZbnhpuOoEw,520.0,530.0," ""/m/07s2xch","/m/09x0r""",,,,,,,,,,
4339,9ZwZijSOHtU,140.0,150.0," ""/m/024dl",/m/09x0r,"/t/dd00125""",,,,,,,,,
4340,9_KKDpvV4i4,30.0,40.0," ""/m/09t49""",,,,,,,,,,,
4341,9_XnJpdB-1M,30.0,40.0," ""/m/01j4z9","/m/09x0r""",,,,,,,,,,
4342,9aj2vwm0GnU,30.0,40.0," ""/m/015p6",/m/020bb7,/m/07r_25d,"/m/0h0rv""",,,,,,,,
4343,9aoLlAc64hQ,60.0,70.0," ""/m/07p6fty","/m/09x0r""",,,,,,,,,,
4344,9avOnbp3NA8,460.0,470.0," ""/m/09x0r",/m/0ytgt,/t/dd00112,"/t/dd00125""",,,,,,,,
4345,9b0eMAf1rXo,300.0,310.0," ""/m/07pyf11",/m/07yv9,/m/0k4j,"/t/dd00128""",,,,,,,,
4346,9bEc6mhrnLI,400.0,410.0," ""/m/03qc9zr""",,,,,,,,,,,
4347,9bIchzOP8PA,20.0,30.0," ""/m/01w250""",,,,,,,,,,,
4348,9bSIyQR9ns8,30.0,40.0," ""/m/01swy6","/m/04rlf""",,,,,,,,,,
4349,9bSycck3vkE,140.0,150.0," ""/m/02qmj0d""",,,,,,,,,,,
4350,9bXaY5f8Ok0,210.0,220.0," ""/m/015lz1",/m/04rlf,"/m/06rqw""",,,,,,,,,
4351,9badbJVJ0RA,0.0,10.0," ""/m/03cl9h",/m/07yv9,"/m/09x0r""",,,,,,,,,
4352,9cCvPng7sZs,30.0,40.0," ""/m/042v_gx",/m/04rlf,"/m/0b9m1""",,,,,,,,,
4353,9cOXbQSEQ0M,40.0,50.0," ""/m/015lz1",/m/04rlf,"/m/05lls""",,,,,,,,,
4354,9cojCCMSABc,30.0,40.0," ""/m/0155w",/m/04rlf,"/m/064t9""",,,,,,,,,
4355,9cyNbQPLWhA,30.0,40.0," ""/m/027m70_""",,,,,,,,,,,
4356,9d5q16pnFZM,30.0,40.0," ""/m/012xff",/m/04fgwm,"/m/09x0r""",,,,,,,,,
4357,9dDJ21ZRElc,0.0,10.0," ""/m/014yck","/m/0k5j""",,,,,,,,,,
4358,9dheYccfQWo,10.0,20.0," ""/m/02x984l","/m/09x0r""",,,,,,,,,,
4359,9dx9IhSqwC4,30.0,40.0," ""/m/01kcd","/m/07c6l""",,,,,,,,,,
4360,9dzNWsw-W58,270.0,280.0," ""/m/032s66",/m/04zjc,"/m/073cg4""",,,,,,,,,
4361,9e8e_pl5oGs,470.0,480.0," ""/m/02p01q",/m/07pdjhy,"/m/083vt""",,,,,,,,,
4362,9eY__Y9Zl2Y,450.0,460.0," ""/m/04rlf",/m/07rrlb6,"/m/09x0r""",,,,,,,,,
4363,9e_oy8KyCgU,400.0,410.0," ""/m/08p9q4""",,,,,,,,,,,
4364,9ebERNtJ86Q,30.0,40.0," ""/m/07bjf","/m/09x0r""",,,,,,,,,,
4365,9fCeKjsSYQs,110.0,120.0," ""/m/07pdhp0""",,,,,,,,,,,
4366,9fHjaYUXAXY,190.0,200.0," ""/m/07qfgpx""",,,,,,,,,,,
